"Calendar Year","Object Identification Number","Oversight Agency","Operator Name","Status","Location Name","State","Borough","Postcode","Address Street","Full Location Address","Full Location Phone Number","Latitude","Longitude","Wireline Dwn","Wireline Up","WiFi Dwn","WiFi Up","Workstation Number","Target Population","Digital Literacy Support Staff","Mon Hours","Tue Hours","Wed Hours","Thu Hours","Fri Hours","Sat Hours","Sun Hours","Language Access","Wheelchair Accessible","Wheelchair Access Notes","Assistive Technology","Technology Related Courses","Productivity Tools (ex:  Using Word, Excel, Powerpoint, Adobe Acrobat, etc.)","Job Readiness (ex: resume help, job search, etc.)","Education (ex: personal growth, k-12 supports, reading research, etc.)","Creative Expression  (ex: making art, videos, blogs, websites, etc.)","Media and Entertainment (ex: consuming, producing, etc.)","Certifications (ex: in software, in housing, in professional areas, etc.)","Digital Literacy","Digital Media and Creativity","Telehealth Skills","Advanced Tech Skills","General Tech Help","Device Loaning","Device Loaned","Type of Device Available","Access Requirements","Access Notes","URL","Community District","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location"
"2026","QPL055","Queens Public Library (QPL)","Queens Public Library (QPL)","Currently open","Rosedale Library","NY","Queens","11422","144-20 243rd Street, Queens, 11422, NY","144-20 243rd Street, Queens, 11422, NY","(718) 528-8490","40.6599806","-73.7399267",,,,,"13","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line",,,"Y","Y","N","N","N",,,"N",,"N","N","N","Y","Y","29","Laptops,Tablets,Desktop computers","N",,"https://www.queenslibrary.org/about-us/locations/rosedale","413","31","4287999","4135490007","65401","QN1307","POINT (-73.7399267 40.6599806)"
"2026","DYCDPCCBR801","Department of Youth and Community Development (DYCD)","BronxWorks Inc.","Currently open","BronxWorks Classic Community Center","NY","Bronx","10451","286 East 156th Street, Bronx, 10451, NY","286 East 156th Street, Bronx, 10451, NY","(718) 665-1300","40.8217035","-73.9203656",,,,,,"All NYC Residents",,"8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","Closed","Closed",,"Y",,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,"Desktop computers",,,"http://bronxworks.org","201","17","2120133","2024130001","67","BX0102","POINT (-73.9203656 40.8217035)"
"2026","DYCDPCCGR115","Department of Youth and Community Development (DYCD)","Grand Street Settlement Inc.","Currently open","Williamsburg Cornerstone  Community Center","NY","Brooklyn","11206","195 Graham Avenue, Brooklyn, 11206, NY","195 Graham Avenue, Brooklyn, 11206, NY","(347) 352-8788","40.7089757","-73.9442483",,,,,,"All NYC Residents",,"2:00 PM - 10:00 PM","2:00 PM - 10:00 PM","2:00 PM - 10:00 PM","2:00 PM - 10:00 PM","2:00 PM - 10:00 PM","10:00 AM - 5:00 PM","Closed",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://grandsettlement.org","301","34","3070826","3030250070","505","BK0104","POINT (-73.9442483 40.7089757)"
"2026","DFTAPCCJEW249","NYC Aging","Jewish Association For Services For The Aged (JASA)","Currently open","JASA Bay Eden OAC","NY","Bronx","10466","1220 East 229th Street, Bronx, 10466, NY","1220 East 229th Street, Bronx, 10466, NY","(718)-882-3815","40.8845702","-73.8430744",,,,,"10","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish","Y","Entrance is located at the front of the building.","N","Y","N","N","Y",,,"N",,"N","N","N","N","N",,"Desktop computers,Headsets,Printers,Cameras,Wi-Fi hotspots","Y","Age 60+ years, a resident of NYC, and registered member of Bay Eden OAC.","http://www.jasa.org","212","12","2093741","2049050360","460","BX1202","POINT (-73.8430744 40.8845702)"
"2026","DYCDPCCEA762","Department of Youth and Community Development (DYCD)","Eastside House Settlement Inc.","Currently open","Patterson Community Center","NY","Bronx","10451","340 Morris Avenue, Bronx, 10451, NY","340 Morris Avenue, Bronx, 10451, NY","(718) 665-5250","40.8136397","-73.9248816",,,,,,"All NYC Residents",,"3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","3:00 PM - 10:00 PM","10:00 AM - 10:00 PM","Closed",,,,,"Y","N","Y","Y",,,"N",,"Y","N","N","N","N",,,,,"http://eastsidehouse.org","201","8","2091127","2023250001","51","BX0101","POINT (-73.9248816 40.8136397)"
"2026","BPL051","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Currently open","Saratoga Library","NY","Brooklyn","11233","8 Thomas S. Boyland St. at Macon St., Brooklyn, 11233, NY","8 Thomas S. Boyland St. at Macon St., Brooklyn, 11233, NY","(718) 573-5224","40.6847889","-73.9151773",,,,,"15","All NYC Residents,Students/youth",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Y",,"Y","Y","N","Y","Y",,,"N",,"N","N","Y","N","Y","19","Laptops,Desktop computers","N","The Teen Tech Center at this site is open to teens aged 13 to 18.","http://bklynlibrary.org/locations/saratoga",,,,,,,"POINT (-73.9151773 40.6847889)"
"2026","NYPL070","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Spuyten Duyvil Library","NY","Bronx","10463","650 W. 235th St., Bronx, 10463, NY","650 W. 235th St., Bronx, 10463, NY","(718) 796-1202","40.8862804","-73.9146818",,,,,"18","All NYC Residents",,"10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","7","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/spuyten-duyvil","208","11","2085867","2059150070","309","BX0803","POINT (-73.9146818 40.8862804)"
"2026","NYPL046","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Melrose Library","NY","Bronx","10451","910 Morris Avenue, Bronx, 10451, NY","910 Morris Avenue, Bronx, 10451, NY","(718) 588-0110","40.8265861","-73.917602",,,,,"36","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","20","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/melrose","204","16","2001950","2024220001","173","BX0401","POINT (-73.917602 40.8265861)"
"2026","DFTAPCCHEN958","NYC Aging","Queens Community House Inc.","Currently open","Kew Gardens Community Center","NY","Queens","11415","80-02 Kew Gardens Road Suite 202, Queens, 11415, NY","80-02 Kew Gardens Road Suite 202, Queens, 11415, NY","(718) 268-5960","40.7136382","-73.8312384",,,,,"5","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish,Chinese,Russian","Y",,,"Y","N","N","N",,,"N",,"N","N","Y","Y","Y","5","Laptops,Tablets,Desktop computers,Cameras,Printers,Headsets,Microphones","Y","Age 60+","https://qchnyc.org/communitycenters?communitycenter=kewgardens","409","29","4312089","4033480037","773","QN0901","POINT (-73.8312384 40.7136382)"
"2026","DFTAPCCRAI593","NYC Aging","Regional Aid For Interim Needs Inc.","Currently open","Parkchester Older Adult Center","NY","Bronx","10462","1380 Metropolitan Avenue, Bronx, 10462, NY","1380 Metropolitan Avenue, Bronx, 10462, NY","(718) 597-9220","40.8353109","-73.8605196",,,,,"10","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish","Y",,"N","N","N","N","N",,,"N",,"N","N","N","N","N",,"Desktop computers","Y","Age 60+","https://www.raininc.org/locations/","209","18","2096674","2039387501","212","BX0904","POINT (-73.8605196 40.8353109)"
"2026","QPL056","Queens Public Library (QPL)","Queens Public Library (QPL)","Temporarily closed","Seaside Library","NY","Queens","11694","116-15 Rockaway Beach Boulevard, Queens, 11694, NY","116-15 Rockaway Beach Boulevard, Queens, 11694, NY","(718) 634-1876","40.5793817","-73.8377405",,,,,"14","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line",,,"Y","Y","N","N","N",,,"N",,"N","N","N","Y","N","0","Desktop computers",,,"https://www.queenslibrary.org/about-us/locations/seaside","414","32","4304786","4162260001","93402","QN1403","POINT (-73.8377405 40.5793817)"
"2026","BPL014","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Currently open","Clarendon Library","NY","Brooklyn","11210","2035 Nostrand Ave., Brooklyn, 11210, NY","2035 Nostrand Ave., Brooklyn, 11210, NY","(718) 421-1159","40.6357589","-73.9476006",,,,,"9","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Y",,"Y","Y","N","Y","N",,,"N",,"N","N","Y","Y","Y","10","Laptops,Desktop computers","N",,"https://www.bklynlibrary.org/locations/clarendon","317","45","3327822","3050050033","78602","BK1702","POINT (-73.9476006 40.6357589)"
"2026","BPL060","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Currently open","Windsor Terrace Library","NY","Brooklyn","11218","160 E. 5th St. at Ft. Hamilton Pkwy., Brooklyn, 11218, NY","160 E. 5th St. at Ft. Hamilton Pkwy., Brooklyn, 11218, NY","(718) 686-9707","40.6487331","-73.9767661",,,,,"16","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line",,,"Y","Y","N","Y","N",,,"N",,"N","N","N","Y","N",,"Desktop computers","N",,"https://www.bklynlibrary.org/locations/windsor-terrace","307","39","3124000","3053180010","50001","BK0701","POINT (-73.9767661 40.6487331)"
"2026","DYCDPCCCH702","Department of Youth and Community Development (DYCD)","Childrens Arts & Science Workshops Inc.","Currently open","Dyckman Cornerstone Community Center","NY","Manhattan","10034","3782 Tenth Avenue, Manhattan, 10034, NY","3782 Tenth Avenue, Manhattan, 10034, NY","(212) 923-7766","40.8616397","-73.9214014",,,,,,"All NYC Residents",,"1:00 PM - 10:00 PM","1:00 PM - 10:00 PM","1:00 PM - 10:00 PM","1:00 PM - 10:00 PM","1:00 PM - 10:00 PM","Closed","12:00 PM - 5:00 PM",,"Y",,,"Y","N","N","Y",,,"N",,"Y","N","N","N","N",,"Desktop computers",,,"http://caswkids.org","112","10","1080033","1022160001","299","MN1203","POINT (-73.9214014 40.8616397)"
"2026","QPL001","Queens Public Library (QPL)","Queens Public Library (QPL)","Currently open","Arverne Library","NY","Queens","11692","312 Beach 54th Street, Queens, 11692, NY","312 Beach 54th Street, Queens, 11692, NY","(718) 634-4784","40.5931209","-73.7840513",,,,,"19","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line",,,"Y","Y","N","N","N",,,"N",,"N","N","N","Y","Y","25","Laptops,Tablets,Desktop computers","N",,"https://www.queenslibrary.org/about-us/locations/arverne","414","31","4301922","4158900018","97204","QN1402","POINT (-73.7840513 40.5931209)"
"2026","DFTAPCCSEL233","NYC Aging","Acacia Network","Currently open","Bronx River Older Adults Center","NY","Bronx","10472","1619 East 174th Street, Bronx, 10472, NY","1619 East 174th Street, Bronx, 10472, NY","(718) 617-6334","40.835001","-73.8763425",,,,,,"Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed",,,,,"N","N","N","N",,,"N",,"N","N","N","N","N",,,"Y","Age 60+","https://acacianetwork.org/senior-services/","209","17","2092909","2038860002","62","BX0901","POINT (-73.8763425 40.835001)"
"2026","DFTAPCCYMC228","NYC Aging","Catholic Charities Brooklyn & Queens","Currently open","Northside Older Adult Center","NY","Brooklyn","11211","179 North 6th Street, Brooklyn, 11211, NY","179 North 6th Street, Brooklyn, 11211, NY","(718) 387-2316","40.7167823","-73.9572524",,,,,"83.8","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Polish",,,,"Y","N","Y","N",,,"N",,"N","N","N","N","Y","4","Wi-Fi hotspots,Desktop computers,Printers,Microphones","Y","Age 60+","http://ccbq.org","301","34","3062100","3023280025","553","BK0102","POINT (-73.9572524 40.7167823)"
"2026","DFTAPCCFOR262","NYC Aging","Fort Greene Council","Currently open","Zest for Life Older Adult Center (OAC)","NY","Brooklyn","11216","262 East 21st Street, Brooklyn, 11216, NY","262 East 21st Street, Brooklyn, 11216, NY","(929) 626-6020","40.6481067","-73.9598315",,,,,"0","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","French,Haitian Creole","Y",,"N","Y","N","N","Y",,,"N",,"Y","N","N","N","Y","5","Tablets,Printers,Wi-Fi hotspots","Y","Age 60+","https://www.fortgreenecouncil.org/","314","40","3117146","3051010041","51002","BK1401","POINT (-73.9598315 40.6481067)"
"2026","BPL055","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Currently open","Sunset Park Library","NY","Brooklyn","11220","5108 Fourth Avenue , Brooklyn, 11220, NY","5108 Fourth Avenue , Brooklyn, 11220, NY","(718) 567-2806","40.6459117","-74.0136256",,,,,"9","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line",,,"Y","Y","N","Y","N",,,"N",,"Y","N","N","Y","Y","36","Laptops,Desktop computers","N",,"http://bklynlibrary.org/locations/sunset-park","307","38","3013507","3007987501","78","BK0702","POINT (-74.0136256 40.6459117)"
"2026","NYPL022","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Eastchester Library","NY","Bronx","10469","1385 East Gun Hill Road, Bronx, 10469, NY","1385 East Gun Hill Road, Bronx, 10469, NY","(718) 653-3292","40.8701408","-73.8450726",,,,,"18","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","15","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/eastchester","212","12","2061767","2047620022","358","BX1202","POINT (-73.8450726 40.8701408)"
"2026","DYCDPCCDI336","Department of Youth and Community Development (DYCD)","Directions For Our Youth (DFOY)","Currently open","Butler Cornerstone Community Center","NY","Bronx","10456","1368 Webster Avenue, Bronx, 10456, NY","1368 Webster Avenue, Bronx, 10456, NY","(718) 303-8997","40.8358047","-73.9071881",,,,,"8","All NYC Residents",,"10am- 10pm","10am- 10pm","10am- 10pm","10am- 10pm","10am- 10pm","10am- 5pm","Closed","Spanish","Y",,"N","Y","N","N","Y",,,"N",,"N","N","N","N","N",,"Desktop computers,Laptops","N",,"http://www.dfoy.org","203","16","2092072","2028940001","14701","BX0302","POINT (-73.9071881 40.8358047)"
"2026","DFTAPCCCOR392","NYC Aging","STAR Senior Center","Currently open","Washington Heights Older Adult Center","NY","Manhattan","10033","650 West 187th Street, Manhattan, 10033, NY","650 West 187th Street, Manhattan, 10033, NY","(212) 781-8331","40.8536665","-73.9328342",,,,,"0","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed",,"Y",,"N","N","N","N","N",,,"N",,"N","N","N","N","Y","12","Tablets,Wi-Fi hotspots","Y","Age 60+","http://starseniorcenter.org","112","10","1075520","1021670056","271","MN1202","POINT (-73.9328342 40.8536665)"
"2026","DFTAPCCFOR894","NYC Aging","Jewish Association For Services For The Aged (JASA)","Currently open","Club Holliswood Older Adult Center","NY","Queens","11427","86-25 Francis Lewis Boulevard, Queens, 11427, NY","86-25 Francis Lewis Boulevard, Queens, 11427, NY","(718) 454-6157","40.725058","-73.7647932",,,,,"0","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed",,"Y",,"N","Y","N","N","N",,,"N",,"N","N","N","Y","N",,,"Y","Age 60+","https://www.jasa.org/services/older-adult-centers","408","23","4226088","4106000019","49201","QN0804","POINT (-73.7647932 40.725058)"
"2026","NYPL086","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Webster Library","NY","Manhattan","10075","1465 York Avenue, Manhattan, 10075, NY","1465 York Avenue, Manhattan, 10075, NY","(212) 288-5049","40.7706234","-73.9512753",,,,,"17","All NYC Residents",,"11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","18","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/webster","108","5","1045991","1014720028","13203","MN0801","POINT (-73.9512753 40.7706234)"
"2026","DFTAPCCARC297","NYC Aging","ARC XVI Fort Washington INC","Currently open","ARC XVI A. Philip Randolph Senior Center","NY","Manhattan","10039","108 West 146th Street, Manhattan, 10039, NY","108 West 146th Street, Manhattan, 10039, NY","(212) 281-1349","40.8212896","-73.9364039",,,,,"10","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish,Russian","Y","N.A.","Y","Y","N","N","N",,,"N",,"N","N","Y","Y","N",,"Desktop computers,Cameras,Microphones,Printers","N",,"http://www.arcseniors.org","110","9","1060189","1020140036","232","MN1002","POINT (-73.9364039 40.8212896)"
"2026","PARKS008","NYC Parks & Recreation","NYC Parks & Recreation","Currently open","Faber Recreation Center","NY","Staten Island","10302","Richmond Terrace & Faber Street, Staten Island, 10302, NY","Richmond Terrace & Faber Street, Staten Island, 10302, NY","(718) 816-5558","40.6402748","-74.1351333",,,,,"9","All NYC Residents",,,"10am-6pm","10am-6pm","10am-6pm","6pm-12am","12pm-8pm","Closed","Interpreters available upon request","Y",,"Y","Y","N","N","N",,,"N",,"Y","N","N","N","N",,"Desktop computers","Y","All ages; Recreation Center membership required","https://www.nycgovparks.org/facilities/recreationcenters/R008/schedule#MediaLab",,,,,,,"POINT (-74.1351333 40.6402748)"
"2026","DYCDPCCUN117","Department of Youth and Community Development (DYCD)","United Activities Unlimited. Inc.","Currently open","Mariner's Harbor Cornerstone Community Center","NY","Staten Island","10303","157 Brabant Street, Staten Island, 10303, NY","157 Brabant Street, Staten Island, 10303, NY","(718) 698-0800","40.6323722","-74.1634667",,,,,"0","All NYC Residents",,"8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","3:00 PM - 11:00 PM","3:00 PM - 11:00 PM",,"Y",,"N","N","N","N","N",,,"N",,"N","N","N","N","Y","5","Laptops","Y","Enrollment application","http://unitedactivities.org","501","49","5109121","5012450001","31901","SI0107","POINT (-74.1634667 40.6323722)"
"2026","DYCDPCCCA247","Department of Youth and Community Development (DYCD)","CAMBA","Currently open","Albany Cornerstone  Community Center","NY","Brooklyn","11213","164 Troy Avenue, Brooklyn, 11213, NY","164 Troy Avenue, Brooklyn, 11213, NY","(718) 771-6462","40.6739542","-73.9367628",,,,,,"All NYC Residents",,"10:30 AM - 8:30 PM","10:30 AM - 8:30 PM","10:30 AM - 8:30 PM","10:30 AM - 8:30 PM","10:30 AM - 8:30 PM","Closed","Closed",,"Y",,,"N","N","N","N",,,"N",,"N","N","N","N","N",,"Desktop computers","Y",,"http://camba.org","308","36","3324617","3013520080","343","BK0802","POINT (-73.9367628 40.6739542)"
"2026","NYPL023","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Edenwald Library","NY","Bronx","10466","1255 East 233rd Street, Bronx, 10466, NY","1255 East 233rd Street, Bronx, 10466, NY","(718) 798-3355","40.888861","-73.8408496",,,,,"19","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 6:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","9","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/edenwald","212","12","2066596","2049560001","426","BX1202","POINT (-73.8408496 40.888861)"
"2026","NYPL063","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Riverside Library","NY","Manhattan","10023","127 Amsterdam Avenue, Manhattan, 10023, NY","127 Amsterdam Avenue, Manhattan, 10023, NY","(212) 870-1810","40.7743354","-73.9844181",,,,,"19","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","16","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/riverside","107","6","1077844","1011377501","149","MN0701","POINT (-73.9844181 40.7743354)"
"2026","QPL011","Queens Public Library (QPL)","Queens Public Library (QPL)","Currently open","Cambria Heights Library","NY","Queens","11411","218-13 Linden Boulevard, Queens, 11411, NY","218-13 Linden Boulevard, Queens, 11411, NY","(718) 528-3535","40.6957262","-73.7410899",,,,,"18","All NYC Residents",,"10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line",,,"Y","Y","N","N","N",,,"N",,"N","N","N","Y","Y","4","Tablets,Desktop computers","N",,"https://www.queenslibrary.org/about-us/locations/cambria-heights","413","27","4536041","4113190001","598","QN1304","POINT (-73.7410899 40.6957262)"
"2026","NYPL014","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Castle Hill Library","NY","Bronx","10473","947 Castle Hill Avenue, Bronx, 10473, NY","947 Castle Hill Avenue, Bronx, 10473, NY","(718) 824-3838","40.8265806","-73.8501557",,,,,"17","All NYC Residents",,"10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","11:00 AM - 6:00 PM","11:00 AM - 6:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","14","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/castle-hill","209","18","2022944","2036880042","98","BX0903","POINT (-73.8501557 40.8265806)"
"2026","NYPL039","New York Public Library (NYPL)","New York Public Library (NYPL)","Currently open","Inwood Library","NY","Manhattan","10034","4857 Broadway, Manhattan, 10034, NY","4857 Broadway, Manhattan, 10034, NY","(212)-942-2445","40.8670001","-73.9243629",,,,,"47","All NYC Residents",,"10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengla,Haitian Creole,Arabic,Urdu,French,Polish","Y",,"Y","Y","N","Y","Y",,,"N",,"Y","Y","Y","Y","Y","34","Laptops,Desktop computers,Chromebooks","N",,"https://www.nypl.org/locations/inwood","112","10","1089788","1022380033","295","MN1203","POINT (-73.9243629 40.8670001)"
"2026","DFTAPCCNON711","NYC Aging","Sunset Bay Community Services Inc.","Currently open","Sunset Park Older Adult Center","NY","Brooklyn","11220","4520 4th Avenue, Brooklyn, 11220, NY","4520 4th Avenue, Brooklyn, 11220, NY","(718) 210-1050","40.6493509","-74.0101357",,,,,"6","Older adults",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish,Chinese","Y","Enter from side Ainslie Street entrance","N","Y","N","Y","Y",,,"N",,"N","N","N","N","Y","10","Tablets,Desktop computers","Y","Age 60+","https://nyulangone.org/care-services/family-health-centers-at-nyu-langone/community-based-programs-family-health-centers-at-nyu-langone/older-adult-services-at-family-health-centers-at-nyu-langone","307","38","3324372","3007460039","80","BK0702","POINT (-74.0101357 40.6493509)"
"2026","BPL028","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)","Temporarily closed","Gravesend Library","NY","Brooklyn","11223","303 Ave. X at West. 2nd St. , Brooklyn, 11223, NY","303 Ave. X at West. 2nd St. , Brooklyn, 11223, NY","(718) 382-5792","40.5905975","-73.9718197",,,,,"12","All NYC Residents",,"10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Y",,"Y","N","N","N","N",,,"N",,"N","N","N","N","N",,"Desktop computers",,,"Gravesend Library | Brooklyn Public Library (http://bklynlibrary.org)",,,,,,,"POINT (-73.9718197 40.5905975)"
"2026","DFTAPCCBER733","NYC Aging","Bergen Basin Community Development dba Millennium Development","Currently open","Marin Vandalia Older Adult Center","NY","Brooklyn","11239","47 Vandalia Avenue, Brooklyn, 11239, NY","47 Vandalia Avenue, Brooklyn, 11239, NY","(718) 272-3949","40.6502544","-73.8870392",,,,,"12","Older adults",,"8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish","Y","Wheelchair entrance is at the Main Entrance","N","Y","N","N","N",,,"N",,"N","N","Y","Y","N",,"Desktop computers,Printers","Y","60+","http://milldev.org","305","42","3348859","3044310100","105804","BK0504","POINT (-73.8870392 40.6502544)"
